Q9FFN1	AT5G03800
Q9LZQ8	AT3G62320
Q9LK79	AT5G48350
F4J9R7	AT3G12420
Q94C69	AT2G17870
O65639	AT4G36020
Q41188	AT4G38680
Q38896	AT2G21060
Q9C717	AT1G55170
Q93V84	AT3G14750
F4IMQ0	AT2G30120
Q9FH51	AT5G61920
Q84TD8	AT1G67170
Q9FJJ3	AT5G62520
O64592	AT1G70440
Q9ZUD9	AT1G23550
O82289	AT2G35510
Q8RY59	AT1G32230
F4IJF7	AT2G16050
F4IR19	AT2G37780
F4IRV7	AT2G37800
Q6NM27	AT2G37820
F4HWC5	AT1G20990
Q42290	AT3G02090
Q9ZU25	AT1G51980
O04308	AT3G16480
O65517	AT4G36260
Q9SI19	AT2G18120
Q9XGX0	AT5G66350
Q9SD40	AT3G51060
Q9LQZ5	AT1G75520
Q9FXH7	AT1G19790
Q9SJT8	AT2G21400
Q9M2U4	AT3G54430
Q94CK9	AT5G12330
P83484	AT5G08690
Q9SJL8	AT2G36880
Q9LUT2	AT3G17390
P17562	AT4G01850
Q9SYJ8	AT1G05577
Q9LX14	AT5G10150
Q8GYT8	AT2G28150
Q9FJF5	AT5G59790
Q8GY65	AT3G46110
Q9S7Z2	AT3G02140
Q9LQ98	AT1G69260
Q9LMX5	AT1G13740
Q94F39	AT3G29575
A0A1I9LNF2	AT3G07255
Q9SV55	AT4G28910
Q8W4M7	AT1G03190
Q9CA92	AT1G79890
A0A1P8AV25	AT1G20720
F4HUN8	AT1G20750
F4HQE2	AT1G79950
Q29QC1	AT1G09995
P94078	AT3G26720
Q8LPJ3	AT5G13980
Q9FKW9	AT5G66150
Q9LFR0	AT5G14950
Q9M881	AT3G02610
Q9LF05	AT5G16230
Q9M879	AT3G02630
Q9LF04	AT5G16240
O22832	AT2G43710
Q9LVC5	AT5G57330
Q940G5	AT4G25900
A0A1P8B8W1	AT4G23730
Q9M308	AT3G61610
A0A1P8BFM5	AT5G14500
Q9SS96	AT3G01590
Q941D6	AT4G33470
Q94EJ2	AT1G08460
Q8LRK8	AT5G61070
Q9FNQ9	AT5G61050
Q8RX28	AT5G61060
Q8GXJ1	AT3G18520
A0A1I9LNB6	AT3G03610
Q9M179	AT3G43400
Q8VZ78	AT3G60260
O80516	AT2G44770
A0A1P8APM3	AT1G03620
Q1PF16	AT2G22760
Q8S3F1	AT2G22770
Q9T072	AT4G37850
Q1PF17	AT2G22750
Q9LJ92	AT3G22540
Q1G3I3	AT4G14819
Q9C9E9	AT1G72510
A6QR87	AT5G20670
F4IJB8	AT2G15610
Q9SND2	AT3G50350
Q9FRR0	AT1G08790
Q9SR04	AT3G04700
Q6NQD5	AT5G28690
Q9MA39	AT1G05870
Q8VZ71	AT2G31560
Q94JW9	AT2G43340
Q6NPS8	AT3G02280
Q9SUM3	AT4G30210
Q9SB48	AT4G24520
O64785	AT1G61350
Q93YW3	AT1G01830
O64651	AT2G45720
Q9FI58	AT5G50900
Q681N2	AT5G42340
Q8VZ40	AT3G54850
Q9SNC6	AT3G46510
Q8GUG9	AT1G23030
Q9C9A6	AT1G71020
P55852	AT4G26840
Q9FLP6	AT5G55160
A0A1P8ASU7	AT1G68185
Q9FKC5	AT5G48710
F4K280	AT5G67050
F4JFU8	AT3G14360
F4K4J2	AT5G42930
A0A1P8AVY3	AT1G45201
Q9LZI7	AT3G62780
O04023	AT1G09070
F4JK83	AT4G15755
Q9LK74	AT3G16510
Q9C6K9	AT1G25390
Q8VYG0	AT5G38210
Q9SGI4	AT3G01870
Q9S7Q5	AT3G01880
Q3EBG3	AT2G44260
O64858	AT2G44230
Q940K1	AT5G18490
Q9M8Z1	AT3G04350
Q9FND1	AT5G43950
Q501D1	AT1G04090
Q8L7U6	AT1G16750
Q56W79	AT3G13000
O64832	AT2G23700
Q9FJY0	AT5G66600
A0A1I9LMH3	AT3G18900
Q6E2A4	AT1G43020
Q8W4R7	AT1G76620
F4HWD0	AT1G21060
O64730	AT2G30170
Q9LVQ8	AT5G66720
Q9SUK9	AT4G16580
Q93V88	AT4G33500
Q8L746	AT5G45110
Q5ICL9	AT4G19660
Q9SZI3	AT4G26120
P93002	AT1G64280
Q9ZVC2	AT2G41370
Q9M1I7	AT3G57130
Q9FYR6	AT5G52520
O82462	AT5G26710
Q9M1R2	AT3G62120
Q9LEV2	AT5G10880
Q5FV35	AT4G36280
Q56Y74	AT1G19100
F4K2G3	AT5G13130
F4JRS4	AT4G24970
Q9SJ00	AT2G21990
Q9SV97	AT4G39610
Q9FL47	AT5G06990
Q9LI79	AT3G25640
Q9FN45	AT5G23100
O22227	AT2G41660
Q3E8L0	AT5G38770
Q3E965	AT5G24920
O81775	AT4G31730
Q8S8A0	AT2G24762
Q9FHH5	AT5G57685
Q9SW07	AT4G25760
Q3EAV6	AT3G30725
F4JSJ6	AT4G25290
O23227	AT4G36530
F4KBJ3	AT5G38520
F4K2M9	AT5G19850
Q9SAH6	AT1G80850
Q9S9N7	AT1G15970
Q94CA9	AT1G75090
F4HSJ2	AT1G13635
Q9LTW3	AT3G12710
Q38799	AT5G50850
Q9C6Z3	AT1G30120
O64688	AT2G34590
Q9SAV3	AT1G55510
Q9STY7	AT3G47360
Q9STY8	AT3G47350
Q9LUF2	AT5G50690
P0DKC5	AT5G50600
Q9LUE4	AT5G50770
Q9T0G0	AT4G10020
A0A1P8AV92	AT1G15790
F4I171	AT1G15780
B3H4K3	AT1G15772
Q9SHV7	AT2G10440
Q9ZP06	AT1G53240
Q9LKA3	AT3G15020
Q9SN86	AT3G47520
O82399	AT2G22780
Q9ZP05	AT5G09660
O49506	AT4G18360
Q9LRR9	AT3G14420
Q9LRS0	AT3G14415
Q24JJ8	AT3G14150
Q9LFB2	AT5G01240
Q96247	AT2G38120
Q9CA25	AT1G77690
Q9S836	AT2G21050
Q5M729	AT1G54220
Q8RWN9	AT3G13930
Q9SQI8	AT3G25860
Q9C8P0	AT1G34430
Q0WQF7	AT3G52200
Q9FZ59	AT1G17750
Q9SSL9	AT1G73080
C0LGF4	AT1G31420
Q8GX94	AT5G62710
Q9SYM9	AT1G78530
Q9FMR1	AT5G22400
Q6NKT5	AT1G08340
Q9CAX8	AT3G11490
Q8GYY5	AT2G46710
F4JI46	AT4G03100
Q9M6N7	AT2G38290
Q9M0P4	AT4G09490
Q39108	AT4G38460
Q9LJY2	AT3G20160
O22043	AT1G49530
Q9SLG2	AT2G18640
O04046	AT2G23800
Q9LHR4	AT3G32040
P34802	AT4G36810
Q9ZU77	AT2G18620
P42036	AT3G52580
Q8VZT8	AT1G31817
P56802	ATCG00750
Q56ZQ3	AT2G14720
P93026	AT3G52850
O22925	AT2G30290
Q9FYH7	AT1G30900
O64758	AT2G34940
Q8L7E3	AT4G20110
Q9T0C3	AT4G10660
Q1G391	AT4G00893
Q9STH4	AT4G12370
Q1G3I7	AT4G12382
F4IV13	AT2G44735
Q9LSA5	AT3G18720
Q9LXZ3	AT3G56470
Q9FVS1	AT1G57790
Q9XIA2	AT1G49360
Q9SQH9	AT3G24300
Q9LK16	AT3G24290
P54144	AT4G13510
Q9ZPJ8	AT1G64780
Q9SVT8	AT4G28700
Q94CL9	AT1G49620
Q0WNX9	AT3G19150
Q67Y93	AT2G23430
Q9FKB5	AT5G48820
Q9LRY0	AT3G24810
Q8GYJ3	AT2G32710
Q9M246	AT3G43440
Q9LMA8	AT1G19180
Q9S7M2	AT1G74950
Q9C9E3	AT1G72450
Q9LDU5	AT1G17380
O80934	AT2G37660
Q94EG6	AT5G02240
F4JSP1	AT4G31530
Q8H124	AT2G34460
Q8H0U5	AT3G18890
Q5RJC7	AT4G36090
Q9SL49	AT2G17970
Q5XVJ1	AT1G48980
Q9ZT92	AT4G02940
F4IN63	AT2G48080
F4HWB0	AT1G14710
Q9SK50	AT2G24820
Q9FYC2	AT3G44880
Q8W496	AT4G25650
Q6NPD7	AT4G25434
Q9SU14	AT4G12720
Q9SJC6	AT2G04430
Q94B74	AT5G47650
Q8L7W2	AT5G47240
Q9LVZ3	AT3G15870
Q9LMI3	AT1G06360
Q9LND9	AT1G06090
Q9FPD5	AT1G06120
Q9SID2	AT2G31360
O65797	AT1G06080
Q949X0	AT3G15850
Q66GR3	AT2G42280
Q9C690	AT1G51140
Q8H102	AT1G05805
Q9C8P8	AT1G35460
Q9M0R0	AT4G09180
F4K4J5	AT5G42955
Q058H0	AT4G07515
Q8VZ56	AT4G25000
Q94A41	AT1G69830
Q8LFG1	AT1G76130
Q9LDL9	AT3G12890
Q1PFY7	AT1G04500
A0A1P8AYU7	AT2G33350
Q5Q0A4	AT5G41380
Q67ZF8	AT1G63820
Q9FJD8	AT5G59990
Q9LH39	AT3G19553
Q9C6S5	AT1G31830
Q9C6S4	AT1G31820
Q9FFL1	AT5G05630
Q9LHN7	AT3G13620
Q9SVC6	AT3G52450
Q84TG3	AT2G35930
Q9SF15	AT3G11840
Q43727	AT5G35790
Q9FY99	AT5G13110
Q8L743	AT1G24280
Q93ZW0	AT1G09420
Q9FJI5	AT5G40760
Q9LK23	AT3G27300
Q9XI98	AT1G49300
Q9LS94	AT3G18820
Q9LW76	AT3G16100
Q948K8	AT4G09720
O04157	AT1G22740
Q948K6	AT5G39620
Q9ZT89	AT4G02910
Q9LIE4	AT3G22180
Q8L5Y5	AT4G15080
Q6DR03	AT2G33640
Q9C533	AT1G69420
Q9M115	AT4G01730
Q9LZ15	AT5G02700
Q501G5	AT5G03100
Q9LYZ4	AT5G02910
Q9LYZ2	AT5G02930
Q3EBJ8	AT2G39415
Q9SIN1	AT2G42580
Q84JR9	AT3G58620
F4IXE4	AT3G14950
Q9MAH1	AT1G53300
Q9C9S0	AT1G78120
Q9FJQ0	AT5G65160
Q9LX19	AT5G10090
Q9FHM7	AT5G51570
Q9SRH6	AT3G01290
Q9FM19	AT5G62740
Q9CAR7	AT1G69840
Q8H125	AT1G50600
Q9LDL7	AT5G48150
Q9S7H5	AT2G04890
Q9SDQ3	AT1G21450
F4K1G2	AT5G35930
Q9FUY2	AT4G32551
O48847	AT2G32700
Q9CA21	AT1G77730
Q8S8P9	AT2G31030
Q940Y1	AT4G22540
Q9SU36	AT4G12460
Q8L751	AT4G08180
Q9SAF0	AT1G13170
Q9CAP1	AT1G77670
Q9SAK2	AT1G79460
Q38802	AT4G02780
Q9SZU7	AT4G37470
Q9SQR3	AT3G03990
Q9LK01	AT3G24420
A0A178WF56	AT1G56060
Q8S8M0	AT2G41420
Q9FJW3	AT5G67600
Q8LCL8	AT3G57160
F4IZ80	AT3G49845
O23035	AT1G05340
Q9SKY1	AT2G32190
Q94C26	AT3G22231
Q6NN03	AT5G04080
Q6NMJ2	AT4G18596
Q680L9	AT5G45880
Q9LP44	AT1G29140
Q9LX15	AT5G10130
Q9SZY5	AT4G08685
Q8LD45	AT1G78040
Q9ZSB5	AT4G10570
Q9MAQ3	AT1G32850
Q9C585	AT5G22030
O22207	AT2G40930
Q9SL43	AT2G18030
Q9LY14	AT5G07470
Q9LY15	AT5G07460
P54150	AT4G25130
Q9FZ21	AT1G02400
Q9C7Z1	AT1G47990
Q9XFR9	AT1G30040
O64692	AT2G34555
Q8LEA2	AT1G78440
A0A1P8ASB9	AT1G79620
F4K682	AT5G49750
A0A1R7T3H0	AT5G49780
Q9ZUH8	AT2G24150
Q84N34	AT4G30850
Q93ZH9	AT5G20270
Q9SZG0	AT4G37680
Q9FPJ5	AT5G21090
Q6NQP4	AT3G43740
Q9LRY5	AT3G24740
Q84K51	AT1G77770
Q9M0T4	AT4G08460
Q9C9X8	AT1G68140
Q9LUA0	AT3G25910
Q9M2E4	AT3G61200
Q9ZW37	AT2G29590
Q940V5	AT3G16175
B3H4T3	AT1G52191
P93828	AT1G04290
Q9FFH2	AT5G44170
Q9SVL4	AT3G50850
Q9FGZ0	AT5G49560
Q9LYI7	AT5G11860
F4JQR6	AT4G18140
Q9FK73	AT5G45700
A2RVS1	AT1G29780
Q9FXF4	AT1G29770
Q8LCS8	AT5G15460
Q9MAB9	AT3G01050
Q9SW27	AT4G24990
Q9LSD8	AT3G26980
Q8GWJ6	AT1G22050
Q9SH14	AT1G77870
Q501B2	AT2G35530
Q84LG2	AT1G32150
P42774	AT4G36730
P42775	AT4G01120
P42776	AT2G46270
Q4PT02	AT1G44090
Q39111	AT5G51810
Q39110	AT4G25420
Q9C955	AT1G60980
Q39112	AT5G07200
F4HSX9	AT1G27500
O81629	AT4G10840
Q9LII8	AT3G27960
Q8VZQ8	AT2G31240
Q9S9T4	AT4G05030
Q9SSF0	AT3G07600
Q5PNZ7	AT5G48290
F4JDJ0	AT3G20180
Q9FFC1	AT5G22870
Q8VZ13	AT1G08160
Q9SRN1	AT3G11650
Q9FNH6	AT5G06320
O82294	AT2G35460
Q9SJ52	AT2G35980
O65282	AT5G20720
Q8LDC9	AT1G23100
P34893	AT1G14980
Q94A20	AT4G15470
Q9ZQX7	AT4G02690
Q9SA63	AT1G03070
Q9M1V9	AT3G63310
F4JIE8	AT4G14730
Q9ZPX9	AT2G46600
Q9LSQ6	AT5G54490
O81831	AT4G27280
Q9LVY1	AT5G36160
Q9SUR6	AT4G23600
Q9SIV0	AT2G20610
Q67Y55	AT4G28420
F4JL94	AT4G28410
Q9SK47	AT2G24850
Q9FN30	AT5G53970
P92947	AT1G63940
Q9LK94	AT3G27820
Q9LFA3	AT3G52880
Q9SR59	AT3G09940
Q93WJ8	AT5G03630
Q941D7	AT2G38905
Q9ZNQ7	AT3G05880
Q9FE70	AT1G57550
O82232	AT2G24040
F4JKH9	AT4G28088
Q9SUI0	AT4G30660
Q9M095	AT4G30650
Q8L7Y9	AT1G07230
Q8H965	AT3G48610
O81020	AT2G26870
Q9SRQ6	AT3G03520
Q9SRQ7	AT3G03530
P46643	AT2G30970
P46248	AT4G31990
P46645	AT5G19550
P46646	AT1G62800
P46644	AT5G11520
Q00IB6	AT5G58003
Q8LL04	AT2G33540
F4JCB2	AT3G19600
Q9SWS1	AT5G38630
Q9C540	AT1G26100
Q67ZF6	AT1G14730
Q8L856	AT4G25570
Q8GXX5	AT4G00980
P31414	AT1G15690
Q9FWR2	AT1G16780
Q8LF21	AT1G14830
Q9FNX5	AT3G60190
Q8S3C9	AT2G44590
Q84XF3	AT3G61760
P42697	AT5G42080
Q9LV43	AT3G24600
Q9LV42	AT3G24605
Q9C636	AT1G45688
Q9FMN3	AT5G42860
P93747	AT2G41990
Q5BPJ9	AT4G35170
Q0V869	AT3G22260
Q9SGA5	AT3G02070
Q9LZF7	AT5G03330
Q8LBW2	AT5G04250
O80949	AT2G39320
Q9CA71	AT1G74420
Q9SWH5	AT2G03220
Q9XI80	AT1G14080
Q9SJP2	AT2G15390
Q9XI78	AT1G14100
Q9XI77	AT1G14110
O81053	AT2G03210
F4K5V1	AT5G36970
Q8LD98	AT1G65690
Q9SLI0	AT1G54540
Q84VP8	AT5G21130
Q9ZVD2	AT2G27080
P56786	ATCG01280
Q9LUI6	AT3G22750
Q9FGB1	AT5G50000
Q9SSA4	AT3G01490
Q8LBH2	AT2G01600
P94017	AT1G14910
Q8VYT2	AT4G25940
Q9LVD8	AT5G57200
Q9LHS0	AT5G35200
Q9M2P2	AT3G58060
O80632	AT2G39450
Q0WU02	AT1G16310
Q9SAJ7	AT1G79520
Q9C6X2	AT1G32050
Q9SKT3	AT2G20840
Q9LR68	AT1G03550
Q9M5P2	AT1G61250
Q9SXA5	AT1G11180
Q9ZW34	AT2G29560
Q9C9C4	AT1G74030
P25696	AT2G36530
Q84JA7	AT3G07500
F4J8B6	AT3G59470
Q84J94	AT2G43280
Q9SRE6	AT1G76650
Q9SRE7	AT1G76640
Q9FIH9	AT5G42380
Q8L3R2	AT3G50770
Q9SGI8	AT3G01830
Q9T0K8	AT4G13370
A0A1I9LS40	AT3G14170
Q9SKA8	AT2G31920
Q9FRR2	AT1G08760
F4JCB3	AT3G19610
Q84JU4	AT2G04550
Q9ZR37	AT3G23610
Q9M8K7	AT3G06110
Q9LPI5	AT1G32790
Q9S7N9	AT4G10610
Q9SG10	AT3G49390
Q9FGE6	AT5G24440
Q9C8M0	AT1G53650
Q9LRR6	AT3G14450
Q7XJ55	AT5G59490
F4IX29	AT3G62040
A0A1P8BF18	AT5G02230
Q9SKY5	AT2G32150
Q9M401	AT3G49680
Q9FYA6	AT5G65780
Q9LPM9	AT1G50110
Q9LPM8	AT1G50090
Q9LE06	AT3G19710
Q93Y32	AT1G10060
Q9M439	AT1G10070
Q39204	AT1G32640
Q9FIP9	AT5G46760
O49687	AT4G17880
O23090	AT4G00870
Q9LUK7	AT5G46830
A0A1I9LMD5	AT3G58760
Q93Z30	AT4G18950
Q9XI87	AT1G14000
Q9LVC3	AT5G56510
Q1PFN9	AT1G35730
Q9LDW3	AT4G08840
Q9C9R6	AT1G78160
Q9LM20	AT1G22240
Q9LS84	AT3G23080
Q944M2	AT4G14500
F4JYV3	AT5G54170
Q9XIR9	AT1G64720
B9UY99	AT3G13062
Q93YV2	AT1G55960
Q9ZVI3	AT2G38610
Q8GYR4	AT3G08620
Q8GWR3	AT1G09660
Q9FKT4	AT5G56140
Q0WLR1	AT4G26480
Q9LZM5	AT5G02060
Q8L7R5	AT3G23200
Q945M8	AT3G53850
Q9SKN3	AT2G28370
F4J5U9	AT3G58430
Q9M2I2	AT3G58340
F4J4A2	AT3G44805
Q9M2J0	AT3G58260
Q9M2I0	AT3G58360
D5K228	AT3G58350
Q9SHT4	AT2G05400
Q9SHT3	AT2G05410
Q9M2I6	AT3G58300
Q9M2J3	AT3G58230
Q9MA89	AT3G05300
Q94BU8	AT5G28050
Q6IDB6	AT1G48175
Q9S7I0	AT1G68720
Q00874	AT3G12610
Q9LT39	AT3G20820
Q9LXU5	AT5G12940
Q9FHL8	AT5G23400
Q9T0H9	AT4G13590
Q94AX5	AT1G64150
Q93Y38	AT5G36290
Q9C6M1	AT1G25520
Q9LK70	AT3G16550
Q9SHZ1	AT1G65630
Q9C691	AT1G51150
Q9FIV6	AT5G36950
O82261	AT2G47940
Q9FL12	AT5G40200
Q9ASQ9	AT1G34200
Q9SZ83	AT4G09670
Q9C8D3	AT1G66130
Q8LFD1	AT3G02600
Q9ZU49	AT2G01180
Q0WNG6	AT3G18220
Q9XI60	AT1G15080
Q8H1S1	AT4G26250
F4KED2	AT5G30500
O80518	AT1G09350
Q9FXB2	AT1G56600
O22893	AT2G47180
O22693	AT1G60470
Q4PSY4	AT1G60450
Q9C5U1	AT1G27320
Q9C5U2	AT5G35750
Q9C5U0	AT2G01830
Q9LQ04	AT1G63000
Q9SYM5	AT1G78570
Q9LPG6	AT1G53500
Q9LH76	AT3G14790
A0A1P8BF16	AT5G56190
Q9C5N4	AT1G55680
Q94AB4	AT3G13340
Q0V7U5	AT1G36070
Q8VYK7	AT4G16520
Q9LZZ9	AT3G60640
Q9SL04	AT2G05630
Q9XEB5	AT4G04620
Q8LEM4	AT4G21980
Q8S927	AT1G62040
P93835	AT4G25490
Q9FJ93	AT5G51990
Q9LN86	AT1G12610
Q9SGJ6	AT1G63030
Q9SQR8	AT3G03940
Q9FK52	AT5G18190
Q9LID3	AT3G13670
F4ISN5	AT2G25760
Q9FIP1	AT5G24180
Q8GW37	AT5G24230
Q680C0	AT4G10955
Q9SJ35	AT2G05260
Q9FI59	AT5G50890
Q8GW32	AT1G26945
Q9FLE9	AT5G39860
Q9LJX1	AT3G28857
Q9LXG5	AT5G15160
Q9CA64	AT1G74500
F4JCN9	AT3G47710
F4JQJ7	AT4G36945
Q9FXA0	AT1G49740
Q9LT86	AT3G19310
Q93XX5	AT5G67130
Q9LMX9	AT1G13680
F4JAA5	AT3G46960
Q9ZVW2	AT2G06990
Q9XIF2	AT1G59760
B9DFG3	AT1G70070
Q84JG2	AT2G33610
Q8W475	AT2G47620
Q9XI07	AT1G21700
Q8VY05	AT4G34430
Q93ZF6	AT4G23450
A0A1P8BE16	AT5G15790
F4KCY6	AT5G38895
A0A1P8AUA6	AT1G69085
Q2HIJ8	AT4G00335
A0A1P8BH81	AT5G41350
Q9SRM5	AT3G11210
Q9FM04	AT5G62930
Q6NMR9	AT5G45920
O80443	AT2G38180
Q1PDK3	AT5G52140
A0A1P8BFJ4	AT5G52155
Q8L649	AT3G63530
Q9LT17	AT3G19910
Q9SD55	AT3G47180
Q9FJW5	AT5G67580
Q9M2X3	AT3G49850
Q8VWK4	AT1G49950
Q9FI09	AT5G53670
Q500W8	AT1G26520
Q9LMR1	AT1G15730
Q9M8L6	AT1G80480
O65541	AT4G32580
Q9ZPH2	AT4G04950
Q84Y95	AT3G54900
Q8H7F6	AT2G38270
Q8LBK6	AT3G15660
Q9FKF2	AT5G61690
Q9FLT5	AT5G61730
Q84K47	AT3G47730
Q84M24	AT2G41700
Q42538	AT5G56760
Q42588	AT1G55920
Q39218	AT3G13110
Q8W2B8	AT4G35640
P42498	AT4G18130
P14714	AT5G35840
P14712	AT1G09570
P14713	AT2G18790
P42497	AT4G16250
O82597	AT4G01480
Q93V56	AT1G01050
O82793	AT2G46860
Q9LFF9	AT3G53620
P21216	AT2G18230
Q84RF4	AT2G34200
F4K7X7	AT5G01070
Q9FFJ5	AT5G05830
Q2HIG9	AT5G59000
Q5XEN4	AT2G37950
Q9LSR3	AT5G54420
Q9FLW8	AT5G52930
Q9LSR0	AT5G54450
Q9C6Z8	AT1G30170
Q9ZVY4	AT1G05540
Q6DBP6	AT1G30160
F4JL03	AT4G16090
F4JL02	AT4G16080
Q8H1S2	AT4G25920
F4JUP0	AT4G14260
Q9FNK9	AT5G46130
Q9FHZ7	AT5G53790
Q9FHZ8	AT5G53780
Q9FGC6	AT5G67040
Q9FJ66	AT5G55440
Q9CAA6	AT1G68960
Q9LZF0	AT5G03390
F4IB35	AT1G43145
Q9SIP9	AT2G31590
F4I3A1	AT1G36960
Q940K6	AT3G24070
F4J922	AT3G31430
Q9M2N8	AT3G42140
Q1G3C5	AT2G17905
O22446	AT4G38130
Q9FH09	AT5G35600
Q9FML2	AT5G63110
Q8H0W2	AT3G44680
Q9LZK2	AT3G62630
O48720	AT2G26530
Q9ZQD8	AT2G15760
Q9LVR6	AT5G66640
Q9FJX8	AT5G66620
Q9FJX9	AT5G66610
Q8W4F0	AT4G36860
P0C7Q8	AT1G19270
Q0WSN2	AT2G39830
O64823	AT2G23790
Q1PE15	AT4G36820
Q9LVR5	AT5G66650
Q8VYR0	AT1G57610
F4I111	AT1G09575
Q9FJV7	AT5G42610
Q9LSF6	AT3G25190
Q9LPU9	AT1G21140
Q9SRD3	AT1G76800
Q8VZQ0	AT4G31240
O80763	AT1G60420
Q8VZ31	AT1G04530
Q0WUZ1	AT4G17940
F4K464	AT5G20190
O49358	AT4G32340
Q9SSC6	AT1G80130
Q8LFI6	AT1G25370
A0A1P8ANX4	AT1G68340
O23587	AT4G17440
Q9LS61	AT3G18295
Q949P2	AT5G10540
Q94AM1	AT5G65620
F4KDA5	AT5G51540
F4HTQ1	AT1G67690
Q9SYQ8	AT1G75820
O49545	AT5G65700
Q9M2Z1	AT3G49670
O65440	AT4G20270
Q9SD82	AT5G08020
Q9FME0	AT5G61000
F4JSG3	AT4G19130
Q9FHJ6	AT5G45400
Q9SKI4	AT2G06510
O81791	AT4G35590
Q9LVU8	AT5G53040
Q9FGD1	AT5G66990
Q9M9U9	AT1G18790
Q9CA66	AT1G74480
Q9FNP0	AT5G08480
O23660	AT2G33780
Q5M750	AT1G28280
Q9FHZ3	AT5G53830
Q9LDZ1	AT3G15300
Q9M8L3	AT1G80450
Q8W4A7	AT1G77130
Q8GWW4	AT4G33330
Q9FZ37	AT1G54940
F4HZC3	AT1G08990
Q9LSB1	AT3G18660
Q6NPD1	AT5G62960
F4IK72	AT2G47115
F4I5G9	AT1G70505
Q8H101	AT1G10660
Q8W4R6	AT3G27770
Q9SQU9	AT3G06460
Q9SQV0	AT3G06470
Q9SYY4	AT4G36830
Q9S804	AT1G75000
O80829	AT2G45900
Q9M2C6	AT3G61380
B3H5G8	AT1G01695
A8MQI6	AT4G00440
Q9LZ87	AT5G02390
F4HSD5	AT1G07620
O49460	AT4G28510
O04331	AT5G40770
Q9LK25	AT3G27280
Q9ZNT7	AT1G03860
O81032	AT2G46760
O81030	AT2G46740
Q9C614	AT1G32300
Q9LYD8	AT5G11540
Q9FM84	AT5G56470
Q9SSJ8	AT1G71010
Q0WUR5	AT4G33240
Q9LUM0	AT3G14270
Q9XID0	AT1G34260
Q9T0F4	AT4G09950
F4HT21	AT1G33970
Q9C8U2	AT1G33830
Q9C8V2	AT1G33950
P54120	AT1G33960
F4JRP8	AT4G24790
O64728	AT2G02480
F4HW65	AT1G14460
F4KEM0	AT5G45720
F4JRP0	AT4G18820
Q9CA36	AT1G68450
Q9LS54	AT3G18360
Q9LMP5	AT1G21326
Q8LGD5	AT3G18690
Q84RR0	AT2G31510
Q8L829	AT1G05890
Q8W468	AT1G65430
Q84RQ9	AT1G05880
Q9SIC7	AT2G31420
Q9XIP5	AT2G27410
Q9C6X0	AT1G32030
Q9MA32	AT1G05930
Q9FFX2	AT5G38490
Q5RM09	AT1G05920
Q6DSS2	AT2G31862
Q9SJ98	AT2G24670
F4I8U3	AT1G05615
Q8GVE8	AT1G68750
Q5GM68	AT2G42600
Q84VW9	AT3G14940
Q9MAH0	AT1G53310
C0Z2A9	AT1G29120
Q08A69	AT1G10040
F4JTD8	AT4G25770
Q949V0	AT5G51180
Q9SSC3	AT1G80160
Q9XI31	AT1G15380
Q9SKM8	AT2G28420
Q8VZF4	AT3G57730
Q9SVY6	AT3G57720
Q9SVY5	AT3G57710
Q8LGB6	AT3G57750
A0A178VE74	AT3G57740
Q9SVY4	AT3G57700
Q9SVD4	AT3G52530
Q9XIK3	AT1G10500
Q8LCY2	AT5G03905
Q8L8C0	AT2G36260
F4JLP5	AT4G16155
A8MS68	AT3G16950
Q9M5K2	AT3G17240
Q9M5K3	AT1G48030
Q9ZUC0	AT1G23750
Q9ZWA3	AT1G03810
O49453	AT4G28440
Q8RYC3	AT2G33845
Q9XIJ0	AT1G10590
O65640	AT4G36030
Q9FKW5	AT5G66200
Q9SW41	AT4G34940
Q38957	AT3G26600
Q38905	AT2G19770
Q38904	AT4G29340
Q42418	AT4G29350
Q42449	AT2G19760
P94109	AT2G18050
P26568	AT1G06760
P26569	AT2G30620
Q8H0V6	AT1G64550
Q9M1H3	AT3G54540
Q9FJH6	AT5G60790
O81796	AT4G35650
P93032	AT2G17130
Q8LFC0	AT4G35260
Q8LG77	AT3G09810
Q945K7	AT5G03290
Q8VZH2	AT4G33090
Q9M5J8	AT5G06870
Q9M5J9	AT5G06860
Q9LH52	AT3G12145
Q9LMX4	AT1G13750
Q8H1R2	AT4G24890
Q9C8P7	AT1G35440
Q8LBC0	AT1G27630
Q8GYM6	AT4G19600
Q9FKE6	AT5G45190
Q56YF8	AT4G19560
Q9FZP1	AT5G34940
Q8L608	AT5G61250
Q9FF10	AT5G07830
Q5PP62	AT2G45130
Q94A21	AT5G15330
Q8LBH4	AT5G20150
O48781	AT2G26660
Q9M840	AT3G04470
F4IAG4	AT1G11740
Q94CF4	AT1G62050
F4J6I7	AT3G24210
Q8GXW8	AT1G04780
Q66GS4	AT5G19870
Q6NM31	AT1G55240
Q9C893	AT1G55230
Q9XIB3	AT1G49470
A0A1P8APW5	AT1G32127
Q8RX77	AT1G69870
Q9LFX9	AT1G27080
Q9CAR9	AT1G69860
Q9M9V7	AT1G18880
Q9LV10	AT5G62680
Q944G5	AT3G47960
Q9LL84	AT5G57160
F4HPZ9	AT1G66730
Q42572	AT1G08130
Q8LDB8	AT1G63170
Q9LN71	AT1G12760
Q93Z92	AT4G11680
Q9C9X1	AT1G68070
Q8GUU2	AT2G01735
Q93YQ5	AT3G61180
