genes	chrom	block	hex	rgb
AT1G76620	1	E	#8f0003	143,0,3
AT1G76630	1	E	#8f0003	143,0,3
AT1G76640	1	E	#8f0003	143,0,3
AT1G76650	1	E	#8f0003	143,0,3
AT1G76660	1	E	#8f0003	143,0,3
AT1G76670	1	E	#8f0003	143,0,3
AT1G76680	1	E	#8f0003	143,0,3
AT1G76690	1	E	#8f0003	143,0,3
AT1G76700	1	E	#8f0003	143,0,3
AT1G76705	1	E	#8f0003	143,0,3
AT1G76710	1	E	#8f0003	143,0,3
AT1G76720	1	E	#8f0003	143,0,3
AT1G76728	1	E	#8f0003	143,0,3
AT1G76730	1	E	#8f0003	143,0,3
AT1G76740	1	E	#8f0003	143,0,3
AT1G76750	1	E	#8f0003	143,0,3
AT1G76760	1	E	#8f0003	143,0,3
AT1G76770	1	E	#8f0003	143,0,3
AT1G76780	1	E	#8f0003	143,0,3
AT1G76790	1	E	#8f0003	143,0,3
AT1G76800	1	E	#8f0003	143,0,3
AT1G76810	1	E	#8f0003	143,0,3
AT1G76820	1	E	#8f0003	143,0,3
AT1G76830	1	E	#8f0003	143,0,3
AT1G76840	1	E	#8f0003	143,0,3
AT1G76850	1	E	#8f0003	143,0,3
AT1G76860	1	E	#8f0003	143,0,3
AT1G76870	1	E	#8f0003	143,0,3
AT1G76880	1	E	#8f0003	143,0,3
AT1G76878	1	E	#8f0003	143,0,3
AT1G76890	1	E	#8f0003	143,0,3
AT1G76892	1	E	#8f0003	143,0,3
AT1G76900	1	E	#8f0003	143,0,3
AT1G76910	1	E	#8f0003	143,0,3
AT1G76911	1	E	#8f0003	143,0,3
AT1G76920	1	E	#8f0003	143,0,3
AT1G76930	1	E	#8f0003	143,0,3
AT1G76940	1	E	#8f0003	143,0,3
AT1G76950	1	E	#8f0003	143,0,3
AT1G76952	1	E	#8f0003	143,0,3
AT1G76954	1	E	#8f0003	143,0,3
AT1G76955	1	E	#8f0003	143,0,3
AT1G76960	1	E	#8f0003	143,0,3
AT1G76965	1	E	#8f0003	143,0,3
AT1G76970	1	E	#8f0003	143,0,3
AT1G76980	1	E	#8f0003	143,0,3
AT1G76990	1	E	#8f0003	143,0,3
AT1G76994	1	E	#8f0003	143,0,3
AT1G77000	1	E	#8f0003	143,0,3
AT1G77010	1	E	#8f0003	143,0,3
AT1G77020	1	E	#8f0003	143,0,3
AT1G77040	1	E	#8f0003	143,0,3
AT1G77030	1	E	#8f0003	143,0,3
AT1G77060	1	E	#8f0003	143,0,3
AT1G77080	1	E	#8f0003	143,0,3
AT1G77090	1	E	#8f0003	143,0,3
AT1G77093	1	E	#8f0003	143,0,3
AT1G77095	1	E	#8f0003	143,0,3
AT1G77100	1	E	#8f0003	143,0,3
AT1G77110	1	E	#8f0003	143,0,3
AT1G77120	1	E	#8f0003	143,0,3
AT1G77122	1	E	#8f0003	143,0,3
AT1G77130	1	E	#8f0003	143,0,3
AT1G77131	1	E	#8f0003	143,0,3
AT1G77138	1	E	#8f0003	143,0,3
AT1G77140	1	E	#8f0003	143,0,3
AT1G77145	1	E	#8f0003	143,0,3
AT1G77150	1	E	#8f0003	143,0,3
AT1G77160	1	E	#8f0003	143,0,3
AT1G77170	1	E	#8f0003	143,0,3
AT1G77180	1	E	#8f0003	143,0,3
AT1G77190	1	E	#8f0003	143,0,3
AT1G77200	1	E	#8f0003	143,0,3
AT1G77210	1	E	#8f0003	143,0,3
AT1G77220	1	E	#8f0003	143,0,3
AT1G77230	1	E	#8f0003	143,0,3
AT1G77235	1	E	#8f0003	143,0,3
AT1G77240	1	E	#8f0003	143,0,3
AT1G77250	1	E	#8f0003	143,0,3
AT1G77260	1	E	#8f0003	143,0,3
AT1G77270	1	E	#8f0003	143,0,3
AT1G77280	1	E	#8f0003	143,0,3
AT1G77290	1	E	#8f0003	143,0,3
AT1G77300	1	E	#8f0003	143,0,3
AT1G77310	1	E	#8f0003	143,0,3
AT1G77320	1	E	#8f0003	143,0,3
AT1G77330	1	E	#8f0003	143,0,3
AT1G77340	1	E	#8f0003	143,0,3
AT1G77350	1	E	#8f0003	143,0,3
AT1G77360	1	E	#8f0003	143,0,3
AT1G77370	1	E	#8f0003	143,0,3
AT1G77380	1	E	#8f0003	143,0,3
AT1G77390	1	E	#8f0003	143,0,3
AT1G77400	1	E	#8f0003	143,0,3
AT1G77405	1	E	#8f0003	143,0,3
AT1G77410	1	E	#8f0003	143,0,3
AT1G77420	1	E	#8f0003	143,0,3
AT1G77440	1	E	#8f0003	143,0,3
AT1G77450	1	E	#8f0003	143,0,3
AT1G77460	1	E	#8f0003	143,0,3
AT1G77470	1	E	#8f0003	143,0,3
AT1G77480	1	E	#8f0003	143,0,3
AT1G77490	1	E	#8f0003	143,0,3
AT1G77500	1	E	#8f0003	143,0,3
AT1G77510	1	E	#8f0003	143,0,3
AT1G77520	1	E	#8f0003	143,0,3
AT1G77525	1	E	#8f0003	143,0,3
AT1G77530	1	E	#8f0003	143,0,3
AT1G77540	1	E	#8f0003	143,0,3
AT1G77550	1	E	#8f0003	143,0,3
AT1G77560	1	E	#8f0003	143,0,3
AT1G77570	1	E	#8f0003	143,0,3
AT1G77580	1	E	#8f0003	143,0,3
AT1G77590	1	E	#8f0003	143,0,3
AT1G77600	1	E	#8f0003	143,0,3
AT1G77610	1	E	#8f0003	143,0,3
AT1G77620	1	E	#8f0003	143,0,3
AT1G77630	1	E	#8f0003	143,0,3
AT1G77640	1	E	#8f0003	143,0,3
AT1G77650	1	E	#8f0003	143,0,3
AT1G77655	1	E	#8f0003	143,0,3
AT1G77660	1	E	#8f0003	143,0,3
AT1G77670	1	E	#8f0003	143,0,3
AT1G77680	1	E	#8f0003	143,0,3
AT1G77682	1	E	#8f0003	143,0,3
AT1G77690	1	E	#8f0003	143,0,3
AT1G77700	1	E	#8f0003	143,0,3
AT1G77710	1	E	#8f0003	143,0,3
AT1G77720	1	E	#8f0003	143,0,3
AT1G77730	1	E	#8f0003	143,0,3
AT1G77740	1	E	#8f0003	143,0,3
AT1G77746	1	E	#8f0003	143,0,3
AT1G77750	1	E	#8f0003	143,0,3
AT1G77760	1	E	#8f0003	143,0,3
AT1G77765	1	E	#8f0003	143,0,3
AT1G77770	1	E	#8f0003	143,0,3
AT1G77780	1	E	#8f0003	143,0,3
AT1G77790	1	E	#8f0003	143,0,3
AT1G77800	1	E	#8f0003	143,0,3
AT1G77810	1	E	#8f0003	143,0,3
AT1G77815	1	E	#8f0003	143,0,3
AT1G77820	1	E	#8f0003	143,0,3
AT1G77830	1	E	#8f0003	143,0,3
AT1G77840	1	E	#8f0003	143,0,3
AT1G77850	1	E	#8f0003	143,0,3
AT1G77855	1	E	#8f0003	143,0,3
AT1G77860	1	E	#8f0003	143,0,3
AT1G77870	1	E	#8f0003	143,0,3
AT1G77880	1	E	#8f0003	143,0,3
AT1G77885	1	E	#8f0003	143,0,3
AT1G77890	1	E	#8f0003	143,0,3
AT1G77910	1	E	#8f0003	143,0,3
AT1G77920	1	E	#8f0003	143,0,3
AT1G77930	1	E	#8f0003	143,0,3
AT1G77932	1	E	#8f0003	143,0,3
AT1G77940	1	E	#8f0003	143,0,3
AT1G77950	1	E	#8f0003	143,0,3
AT1G77960	1	E	#8f0003	143,0,3
AT1G77980	1	E	#8f0003	143,0,3
AT1G77990	1	E	#8f0003	143,0,3
AT1G77992	1	E	#8f0003	143,0,3
AT1G78000	1	E	#8f0003	143,0,3
AT1G78010	1	E	#8f0003	143,0,3
AT1G78020	1	E	#8f0003	143,0,3
AT1G78030	1	E	#8f0003	143,0,3
AT1G78040	1	E	#8f0003	143,0,3
AT1G78050	1	E	#8f0003	143,0,3
AT1G78060	1	E	#8f0003	143,0,3
AT1G78070	1	E	#8f0003	143,0,3
AT1G78080	1	E	#8f0003	143,0,3
AT1G78090	1	E	#8f0003	143,0,3
AT1G78095	1	E	#8f0003	143,0,3
AT1G78100	1	E	#8f0003	143,0,3
AT1G78110	1	E	#8f0003	143,0,3
AT1G78120	1	E	#8f0003	143,0,3
AT1G78130	1	E	#8f0003	143,0,3
AT1G78140	1	E	#8f0003	143,0,3
AT1G78150	1	E	#8f0003	143,0,3
AT1G78160	1	E	#8f0003	143,0,3
AT1G78170	1	E	#8f0003	143,0,3
AT1G78172	1	E	#8f0003	143,0,3
AT1G78180	1	E	#8f0003	143,0,3
AT1G78190	1	E	#8f0003	143,0,3
AT1G78200	1	E	#8f0003	143,0,3
AT1G78206	1	E	#8f0003	143,0,3
AT1G78210	1	E	#8f0003	143,0,3
AT1G78220	1	E	#8f0003	143,0,3
AT1G78230	1	E	#8f0003	143,0,3
AT1G78240	1	E	#8f0003	143,0,3
AT1G78250	1	E	#8f0003	143,0,3
AT1G78260	1	E	#8f0003	143,0,3
AT1G78270	1	E	#8f0003	143,0,3
AT1G78265	1	E	#8f0003	143,0,3
AT1G78280	1	E	#8f0003	143,0,3
AT1G78290	1	E	#8f0003	143,0,3
AT1G78300	1	E	#8f0003	143,0,3
AT1G78310	1	E	#8f0003	143,0,3
AT1G78320	1	E	#8f0003	143,0,3
AT1G78330	1	E	#8f0003	143,0,3
AT1G78340	1	E	#8f0003	143,0,3
AT1G78350	1	E	#8f0003	143,0,3
AT1G78355	1	E	#8f0003	143,0,3
AT1G78360	1	E	#8f0003	143,0,3
AT1G78370	1	E	#8f0003	143,0,3
AT1G78380	1	E	#8f0003	143,0,3
AT1G78390	1	E	#8f0003	143,0,3
AT1G78400	1	E	#8f0003	143,0,3
AT1G78410	1	E	#8f0003	143,0,3
AT1G78420	1	E	#8f0003	143,0,3
AT1G78430	1	E	#8f0003	143,0,3
AT1G78440	1	E	#8f0003	143,0,3
AT1G78450	1	E	#8f0003	143,0,3
AT1G78460	1	E	#8f0003	143,0,3
AT1G78470	1	E	#8f0003	143,0,3
AT1G78476	1	E	#8f0003	143,0,3
AT1G78478	1	E	#8f0003	143,0,3
AT1G78480	1	E	#8f0003	143,0,3
AT1G78490	1	E	#8f0003	143,0,3
AT1G78500	1	E	#8f0003	143,0,3
AT1G78510	1	E	#8f0003	143,0,3
AT1G78520	1	E	#8f0003	143,0,3
AT1G78530	1	E	#8f0003	143,0,3
AT1G78540	1	E	#8f0003	143,0,3
AT1G78550	1	E	#8f0003	143,0,3
AT1G78560	1	E	#8f0003	143,0,3
AT1G78570	1	E	#8f0003	143,0,3
AT1G78580	1	E	#8f0003	143,0,3
AT1G78590	1	E	#8f0003	143,0,3
AT1G78600	1	E	#8f0003	143,0,3
AT1G78610	1	E	#8f0003	143,0,3
AT1G78620	1	E	#8f0003	143,0,3
AT1G78630	1	E	#8f0003	143,0,3
AT1G78640	1	E	#8f0003	143,0,3
AT1G78650	1	E	#8f0003	143,0,3
AT1G78660	1	E	#8f0003	143,0,3
AT1G78670	1	E	#8f0003	143,0,3
AT1G78680	1	E	#8f0003	143,0,3
AT1G78690	1	E	#8f0003	143,0,3
AT1G78700	1	E	#8f0003	143,0,3
AT1G78710	1	E	#8f0003	143,0,3
AT1G78720	1	E	#8f0003	143,0,3
AT1G78730	1	E	#8f0003	143,0,3
AT1G78740	1	E	#8f0003	143,0,3
AT1G78750	1	E	#8f0003	143,0,3
AT1G78760	1	E	#8f0003	143,0,3
AT1G78770	1	E	#8f0003	143,0,3
AT1G78780	1	E	#8f0003	143,0,3
AT1G78790	1	E	#8f0003	143,0,3
AT1G78800	1	E	#8f0003	143,0,3
AT1G78810	1	E	#8f0003	143,0,3
AT1G78815	1	E	#8f0003	143,0,3
AT1G78820	1	E	#8f0003	143,0,3
AT1G78830	1	E	#8f0003	143,0,3
AT1G78840	1	E	#8f0003	143,0,3
AT1G78850	1	E	#8f0003	143,0,3
AT1G78860	1	E	#8f0003	143,0,3
AT1G78865	1	E	#8f0003	143,0,3
AT1G78870	1	E	#8f0003	143,0,3
AT1G78880	1	E	#8f0003	143,0,3
AT1G78882	1	E	#8f0003	143,0,3
AT1G78890	1	E	#8f0003	143,0,3
AT1G78895	1	E	#8f0003	143,0,3
AT1G78900	1	E	#8f0003	143,0,3
AT1G78910	1	E	#8f0003	143,0,3
AT1G78915	1	E	#8f0003	143,0,3
AT1G78920	1	E	#8f0003	143,0,3
AT1G78922	1	E	#8f0003	143,0,3
AT1G78930	1	E	#8f0003	143,0,3
AT1G78940	1	E	#8f0003	143,0,3
AT1G78950	1	E	#8f0003	143,0,3
AT1G78955	1	E	#8f0003	143,0,3
AT1G78960	1	E	#8f0003	143,0,3
AT1G78970	1	E	#8f0003	143,0,3
AT1G78980	1	E	#8f0003	143,0,3
AT1G78990	1	E	#8f0003	143,0,3
AT1G78995	1	E	#8f0003	143,0,3
AT1G79000	1	E	#8f0003	143,0,3
AT1G79010	1	E	#8f0003	143,0,3
AT1G79020	1	E	#8f0003	143,0,3
AT1G79030	1	E	#8f0003	143,0,3
AT1G79040	1	E	#8f0003	143,0,3
AT1G79050	1	E	#8f0003	143,0,3
AT1G79060	1	E	#8f0003	143,0,3
AT1G79070	1	E	#8f0003	143,0,3
AT1G79075	1	E	#8f0003	143,0,3
AT1G79080	1	E	#8f0003	143,0,3
AT1G79090	1	E	#8f0003	143,0,3
AT1G79100	1	E	#8f0003	143,0,3
AT1G79110	1	E	#8f0003	143,0,3
AT1G79120	1	E	#8f0003	143,0,3
AT1G79130	1	E	#8f0003	143,0,3
AT1G79150	1	E	#8f0003	143,0,3
AT1G79160	1	E	#8f0003	143,0,3
AT1G79170	1	E	#8f0003	143,0,3
AT1G79180	1	E	#8f0003	143,0,3
AT1G79190	1	E	#8f0003	143,0,3
AT1G79200	1	E	#8f0003	143,0,3
AT1G79210	1	E	#8f0003	143,0,3
AT1G79220	1	E	#8f0003	143,0,3
AT1G79230	1	E	#8f0003	143,0,3
AT1G79240	1	E	#8f0003	143,0,3
AT1G79245	1	E	#8f0003	143,0,3
AT1G79250	1	E	#8f0003	143,0,3
AT1G79260	1	E	#8f0003	143,0,3
AT1G79270	1	E	#8f0003	143,0,3
AT1G79280	1	E	#8f0003	143,0,3
AT1G79290	1	E	#8f0003	143,0,3
AT1G79300	1	E	#8f0003	143,0,3
AT1G79310	1	E	#8f0003	143,0,3
AT1G79320	1	E	#8f0003	143,0,3
AT1G79330	1	E	#8f0003	143,0,3
AT1G79340	1	E	#8f0003	143,0,3
AT1G79350	1	E	#8f0003	143,0,3
AT1G79360	1	E	#8f0003	143,0,3
AT1G79370	1	E	#8f0003	143,0,3
AT1G79380	1	E	#8f0003	143,0,3
AT1G79390	1	E	#8f0003	143,0,3
AT1G79400	1	E	#8f0003	143,0,3
AT1G79410	1	E	#8f0003	143,0,3
AT1G79420	1	E	#8f0003	143,0,3
AT1G79430	1	E	#8f0003	143,0,3
AT1G79440	1	E	#8f0003	143,0,3
AT1G79450	1	E	#8f0003	143,0,3
AT1G79460	1	E	#8f0003	143,0,3
AT1G79470	1	E	#8f0003	143,0,3
AT1G79480	1	E	#8f0003	143,0,3
AT1G79490	1	E	#8f0003	143,0,3
AT1G79500	1	E	#8f0003	143,0,3
AT1G79510	1	E	#8f0003	143,0,3
AT1G79520	1	E	#8f0003	143,0,3
AT1G79529	1	E	#8f0003	143,0,3
AT1G79530	1	E	#8f0003	143,0,3
AT1G79540	1	E	#8f0003	143,0,3
AT1G79550	1	E	#8f0003	143,0,3
AT1G79560	1	E	#8f0003	143,0,3
AT1G79570	1	E	#8f0003	143,0,3
AT1G79580	1	E	#8f0003	143,0,3
AT1G79590	1	E	#8f0003	143,0,3
AT1G79600	1	E	#8f0003	143,0,3
AT1G79610	1	E	#8f0003	143,0,3
AT1G79620	1	E	#8f0003	143,0,3
AT1G79630	1	E	#8f0003	143,0,3
AT1G79640	1	E	#8f0003	143,0,3
AT1G79650	1	E	#8f0003	143,0,3
AT1G79660	1	E	#8f0003	143,0,3
AT1G79670	1	E	#8f0003	143,0,3
AT1G79680	1	E	#8f0003	143,0,3
AT1G79690	1	E	#8f0003	143,0,3
AT1G79700	1	E	#8f0003	143,0,3
AT1G79710	1	E	#8f0003	143,0,3
AT1G79720	1	E	#8f0003	143,0,3
AT1G79730	1	E	#8f0003	143,0,3
AT1G79740	1	E	#8f0003	143,0,3
AT1G79750	1	E	#8f0003	143,0,3
AT1G79760	1	E	#8f0003	143,0,3
AT1G79770	1	E	#8f0003	143,0,3
AT1G79780	1	E	#8f0003	143,0,3
AT1G79790	1	E	#8f0003	143,0,3
AT1G79800	1	E	#8f0003	143,0,3
AT1G79810	1	E	#8f0003	143,0,3
AT1G79820	1	E	#8f0003	143,0,3
AT1G79830	1	E	#8f0003	143,0,3
AT1G79840	1	E	#8f0003	143,0,3
AT1G79850	1	E	#8f0003	143,0,3
AT1G79860	1	E	#8f0003	143,0,3
AT1G79870	1	E	#8f0003	143,0,3
AT1G79880	1	E	#8f0003	143,0,3
AT1G79890	1	E	#8f0003	143,0,3
AT1G79900	1	E	#8f0003	143,0,3
AT1G79910	1	E	#8f0003	143,0,3
AT1G79915	1	E	#8f0003	143,0,3
AT1G79920	1	E	#8f0003	143,0,3
AT1G79930	1	E	#8f0003	143,0,3
AT1G79940	1	E	#8f0003	143,0,3
AT1G79950	1	E	#8f0003	143,0,3
AT1G79960	1	E	#8f0003	143,0,3
AT1G79970	1	E	#8f0003	143,0,3
AT1G79980	1	E	#8f0003	143,0,3
AT1G79990	1	E	#8f0003	143,0,3
AT1G80000	1	E	#8f0003	143,0,3
AT1G80010	1	E	#8f0003	143,0,3
AT1G80020	1	E	#8f0003	143,0,3
AT1G80030	1	E	#8f0003	143,0,3
AT1G80040	1	E	#8f0003	143,0,3
AT1G80050	1	E	#8f0003	143,0,3
AT1G80060	1	E	#8f0003	143,0,3
AT1G80070	1	E	#8f0003	143,0,3
AT1G80080	1	E	#8f0003	143,0,3
AT1G80090	1	E	#8f0003	143,0,3
AT1G80100	1	E	#8f0003	143,0,3
AT1G80110	1	E	#8f0003	143,0,3
AT1G80120	1	E	#8f0003	143,0,3
AT1G80130	1	E	#8f0003	143,0,3
AT1G80133	1	E	#8f0003	143,0,3
AT1G80140	1	E	#8f0003	143,0,3
AT1G80150	1	E	#8f0003	143,0,3
AT1G80160	1	E	#8f0003	143,0,3
AT1G80170	1	E	#8f0003	143,0,3
AT1G80180	1	E	#8f0003	143,0,3
AT1G80190	1	E	#8f0003	143,0,3
AT1G80200	1	E	#8f0003	143,0,3
AT1G80210	1	E	#8f0003	143,0,3
AT1G80220	1	E	#8f0003	143,0,3
AT1G80230	1	E	#8f0003	143,0,3
AT1G80240	1	E	#8f0003	143,0,3
AT1G80250	1	E	#8f0003	143,0,3
AT1G80245	1	E	#8f0003	143,0,3
AT1G80260	1	E	#8f0003	143,0,3
AT1G80270	1	E	#8f0003	143,0,3
AT1G80280	1	E	#8f0003	143,0,3
AT1G80290	1	E	#8f0003	143,0,3
AT1G80300	1	E	#8f0003	143,0,3
AT1G80310	1	E	#8f0003	143,0,3
AT1G80325	1	E	#8f0003	143,0,3
AT1G80320	1	E	#8f0003	143,0,3
AT1G80330	1	E	#8f0003	143,0,3
AT1G80340	1	E	#8f0003	143,0,3
AT1G80350	1	E	#8f0003	143,0,3
AT1G80360	1	E	#8f0003	143,0,3
AT1G80370	1	E	#8f0003	143,0,3
AT1G80380	1	E	#8f0003	143,0,3
AT1G80390	1	E	#8f0003	143,0,3
AT1G80400	1	E	#8f0003	143,0,3
AT1G80410	1	E	#8f0003	143,0,3
AT1G80420	1	E	#8f0003	143,0,3
AT1G80430	1	E	#8f0003	143,0,3
AT1G80440	1	E	#8f0003	143,0,3
AT1G80450	1	E	#8f0003	143,0,3
AT1G80460	1	E	#8f0003	143,0,3
AT1G80470	1	E	#8f0003	143,0,3
AT1G80480	1	E	#8f0003	143,0,3
AT1G80490	1	E	#8f0003	143,0,3
AT1G80500	1	E	#8f0003	143,0,3
AT1G80510	1	E	#8f0003	143,0,3
AT1G80520	1	E	#8f0003	143,0,3
AT1G80530	1	E	#8f0003	143,0,3
AT1G80540	1	E	#8f0003	143,0,3
AT1G80550	1	E	#8f0003	143,0,3
AT1G80555	1	E	#8f0003	143,0,3
AT1G80560	1	E	#8f0003	143,0,3
AT1G80570	1	E	#8f0003	143,0,3
AT1G80580	1	E	#8f0003	143,0,3
AT1G80590	1	E	#8f0003	143,0,3
AT1G80600	1	E	#8f0003	143,0,3
AT1G80610	1	E	#8f0003	143,0,3
AT1G80620	1	E	#8f0003	143,0,3
AT1G80630	1	E	#8f0003	143,0,3
AT1G80640	1	E	#8f0003	143,0,3
AT1G80650	1	E	#8f0003	143,0,3
AT1G80660	1	E	#8f0003	143,0,3
AT1G80670	1	E	#8f0003	143,0,3
AT1G80680	1	E	#8f0003	143,0,3
AT1G80690	1	E	#8f0003	143,0,3
AT1G80700	1	E	#8f0003	143,0,3
AT1G80710	1	E	#8f0003	143,0,3
AT1G80720	1	E	#8f0003	143,0,3
AT1G80730	1	E	#8f0003	143,0,3
AT1G80740	1	E	#8f0003	143,0,3
AT1G80745	1	E	#8f0003	143,0,3
AT1G80750	1	E	#8f0003	143,0,3
AT1G80760	1	E	#8f0003	143,0,3
AT1G80770	1	E	#8f0003	143,0,3
AT1G80780	1	E	#8f0003	143,0,3
AT1G80790	1	E	#8f0003	143,0,3
AT1G80800	1	E	#8f0003	143,0,3
AT1G80810	1	E	#8f0003	143,0,3
AT1G80820	1	E	#8f0003	143,0,3
AT1G80830	1	E	#8f0003	143,0,3
AT1G80831	1	E	#8f0003	143,0,3
AT1G80840	1	E	#8f0003	143,0,3
AT1G80850	1	E	#8f0003	143,0,3
AT1G80860	1	E	#8f0003	143,0,3
AT1G80865	1	E	#8f0003	143,0,3
AT1G80870	1	E	#8f0003	143,0,3
AT1G80880	1	E	#8f0003	143,0,3
AT1G80890	1	E	#8f0003	143,0,3
AT1G80900	1	E	#8f0003	143,0,3
AT1G80910	1	E	#8f0003	143,0,3
AT1G80920	1	E	#8f0003	143,0,3
AT1G80930	1	E	#8f0003	143,0,3
AT1G80940	1	E	#8f0003	143,0,3
AT1G80950	1	E	#8f0003	143,0,3
AT1G80960	1	E	#8f0003	143,0,3
AT1G80970	1	E	#8f0003	143,0,3
AT1G80980	1	E	#8f0003	143,0,3
AT1G80990	1	E	#8f0003	143,0,3
AT1G81001	1	E	#8f0003	143,0,3
AT1G81020	1	E	#8f0003	143,0,3
AT2G01008	2	K	#ffbb8e	255,187,142
AT2G01010	2	K	#ffbb8e	255,187,142
AT2G01020	2	K	#ffbb8e	255,187,142
AT2G01021	2	K	#ffbb8e	255,187,142
AT2G01023	2	K	#ffbb8e	255,187,142
AT2G01022	2	K	#ffbb8e	255,187,142
AT2G01024	2	K	#ffbb8e	255,187,142
AT2G01026	2	K	#ffbb8e	255,187,142
AT2G01028	2	K	#ffbb8e	255,187,142
AT2G01029	2	K	#ffbb8e	255,187,142
AT2G01031	2	K	#ffbb8e	255,187,142
AT2G01034	2	K	#ffbb8e	255,187,142
AT2G01037	2	K	#ffbb8e	255,187,142
AT2G01040	2	K	#ffbb8e	255,187,142
AT2G01050	2	K	#ffbb8e	255,187,142
AT2G01060	2	K	#ffbb8e	255,187,142
AT2G01070	2	K	#ffbb8e	255,187,142
AT2G01080	2	K	#ffbb8e	255,187,142
AT2G01090	2	K	#ffbb8e	255,187,142
AT2G01100	2	K	#ffbb8e	255,187,142
AT2G01110	2	K	#ffbb8e	255,187,142
AT2G01120	2	K	#ffbb8e	255,187,142
AT2G01130	2	K	#ffbb8e	255,187,142
AT2G01140	2	K	#ffbb8e	255,187,142
AT2G01150	2	K	#ffbb8e	255,187,142
AT2G01160	2	K	#ffbb8e	255,187,142
AT2G01170	2	K	#ffbb8e	255,187,142
AT2G01175	2	K	#ffbb8e	255,187,142
AT2G01180	2	K	#ffbb8e	255,187,142
AT2G01190	2	K	#ffbb8e	255,187,142
AT2G01200	2	K	#ffbb8e	255,187,142
AT2G01210	2	K	#ffbb8e	255,187,142
AT2G01220	2	K	#ffbb8e	255,187,142
AT2G01240	2	K	#ffbb8e	255,187,142
AT2G01250	2	K	#ffbb8e	255,187,142
AT2G01260	2	K	#ffbb8e	255,187,142
AT2G01270	2	K	#ffbb8e	255,187,142
AT2G01275	2	K	#ffbb8e	255,187,142
AT2G01280	2	K	#ffbb8e	255,187,142
AT2G01290	2	K	#ffbb8e	255,187,142
AT2G01300	2	K	#ffbb8e	255,187,142
AT2G01310	2	K	#ffbb8e	255,187,142
AT2G01320	2	K	#ffbb8e	255,187,142
AT2G01330	2	K	#ffbb8e	255,187,142
AT2G01340	2	K	#ffbb8e	255,187,142
AT2G01350	2	K	#ffbb8e	255,187,142
AT2G01360	2	K	#ffbb8e	255,187,142
AT2G01370	2	K	#ffbb8e	255,187,142
AT2G01372	2	K	#ffbb8e	255,187,142
AT2G01390	2	K	#ffbb8e	255,187,142
AT2G01400	2	K	#ffbb8e	255,187,142
AT2G01410	2	K	#ffbb8e	255,187,142
AT2G01420	2	K	#ffbb8e	255,187,142
AT2G01422	2	K	#ffbb8e	255,187,142
AT2G01430	2	K	#ffbb8e	255,187,142
AT2G01440	2	K	#ffbb8e	255,187,142
AT2G01450	2	K	#ffbb8e	255,187,142
AT2G01460	2	K	#ffbb8e	255,187,142
AT2G01470	2	K	#ffbb8e	255,187,142
AT2G01480	2	K	#ffbb8e	255,187,142
AT2G01490	2	K	#ffbb8e	255,187,142
AT2G01500	2	K	#ffbb8e	255,187,142
AT2G01505	2	K	#ffbb8e	255,187,142
AT2G01510	2	K	#ffbb8e	255,187,142
AT2G01520	2	K	#ffbb8e	255,187,142
AT2G01530	2	K	#ffbb8e	255,187,142
AT2G01540	2	K	#ffbb8e	255,187,142
AT2G01550	2	K	#ffbb8e	255,187,142
AT2G01554	2	K	#ffbb8e	255,187,142
AT2G01560	2	K	#ffbb8e	255,187,142
AT2G01570	2	K	#ffbb8e	255,187,142
AT2G01580	2	K	#ffbb8e	255,187,142
AT2G01590	2	K	#ffbb8e	255,187,142
AT2G01600	2	K	#ffbb8e	255,187,142
AT2G01610	2	K	#ffbb8e	255,187,142
AT2G01620	2	K	#ffbb8e	255,187,142
AT2G01630	2	K	#ffbb8e	255,187,142
AT2G01640	2	K	#ffbb8e	255,187,142
AT2G01650	2	K	#ffbb8e	255,187,142
AT2G01660	2	K	#ffbb8e	255,187,142
AT2G01667	2	K	#ffbb8e	255,187,142
AT2G01670	2	K	#ffbb8e	255,187,142
AT2G01680	2	K	#ffbb8e	255,187,142
AT2G01690	2	K	#ffbb8e	255,187,142
AT2G01700	2	K	#ffbb8e	255,187,142
AT2G01710	2	K	#ffbb8e	255,187,142
AT2G01720	2	K	#ffbb8e	255,187,142
AT2G01730	2	K	#ffbb8e	255,187,142
AT2G01735	2	K	#ffbb8e	255,187,142
AT2G01740	2	K	#ffbb8e	255,187,142
AT2G01750	2	K	#ffbb8e	255,187,142
AT2G01755	2	K	#ffbb8e	255,187,142
AT2G01760	2	K	#ffbb8e	255,187,142
AT2G01770	2	K	#ffbb8e	255,187,142
AT2G01780	2	K	#ffbb8e	255,187,142
AT2G01790	2	K	#ffbb8e	255,187,142
AT2G01800	2	K	#ffbb8e	255,187,142
AT2G01810	2	K	#ffbb8e	255,187,142
AT2G01818	2	K	#ffbb8e	255,187,142
AT2G01820	2	K	#ffbb8e	255,187,142
AT2G01830	2	K	#ffbb8e	255,187,142
AT2G01840	2	K	#ffbb8e	255,187,142
AT2G01850	2	K	#ffbb8e	255,187,142
AT2G01860	2	K	#ffbb8e	255,187,142
AT2G01870	2	K	#ffbb8e	255,187,142
AT2G01880	2	K	#ffbb8e	255,187,142
AT2G01890	2	K	#ffbb8e	255,187,142
AT2G01900	2	K	#ffbb8e	255,187,142
AT2G01905	2	K	#ffbb8e	255,187,142
AT2G01910	2	K	#ffbb8e	255,187,142
