Bna	Ath_uniprot	Ath_agi	ACK_block	consensus_ACK	consensus_score	Ath_position	Ath_increment
A06p04530.1_BnaDAR	Q9SX65	AT1G48320	C	C	4854.99	3890	-10
A06p04540.1_BnaDAR	Q7DM58	AT2G47800	J	C	4736.21	23207	19317
A06p04560.1_BnaDAR	Q9SX62	AT1G48280	C	C	5131.63	3886	-19321
A06p04570.1_BnaDAR	O04714	AT1G48270	C	C	5248.34	3885	-1
A06p04590.1_BnaDAR	Q94C40	AT1G48260	C	C	5408.68	3884	-1
A06p04600.1_BnaDAR	Q94C40	AT1G48260	C	C	5501.74	3884	0
A06p04610.1_BnaDAR	Q8H0S9	AT1G63770	D	C	5179.02	5345	1461
A06p04620.1_BnaDAR	Q9LNH5	AT1G48230	C	C	5594.86	3882	-1463
A06p04630.1_BnaDAR	Q6NPH1	AT1G48200	C	C	5422.71	3879	-3
A06p04640.1_BnaDAR	Q8VYQ0	AT1G48170	C	C	5515.79	3874	-5
A06p04650.1_BnaDAR	F4HPM4	AT1G45063	C	C	5628.58	3727	-147
A06p04670.1_BnaDAR	A0A1P8ANJ1	AT1G65486	E	C	5523.72	5534	1807
A06p04670.1_BnaDAR	O04468	AT1G65500	E	C	5523.72	5536	2
A06p04670.1_BnaDAR	A0A1P8AQ95	AT1G65486	E	C	5523.72	5534	-2
A06p04680.1_BnaDAR	Q9LNG5	AT1G48120	C	C	7024.23	3868	-1666
A06p04690.1_BnaDAR	Q1JPL5	AT1G55500	C	C	6383.78	4641	773
A06p04700.1_BnaDAR	Q949Z1	AT1G48100	C	C	6825.64	3866	-775
A06p04710.1_BnaDAR	Q94AH6	AT1G43140	C	C	6828.59	3628	-238
A06p04720.1_BnaDAR	A0A1P8AMQ1	AT1G48090	C	C	10517.13	3864	236
A06p04730.1_BnaDAR	F4I1L3	AT1G36180	B	C	4928.67	3546	-318
A06p04740.1_BnaDAR	Q9LNF4	AT1G48040	C	C	5084.96	3860	314
A06p04750.1_BnaDAR	Q9M5K3	AT1G48030	C	C	4625.03	3859	-1
A06p04770.1_BnaDAR	F4HWR0	AT1G47980	C	C	3516.72	3854	-5
A06p04780.1_BnaDAR	Q9C7Y9	AT1G47970	C	C	2641.12	3853	-1
A06p04790.1_BnaDAR	F4HWQ8	AT1G47960	C	C	2681.57	3852	-1
A06p04800.1_BnaDAR	Q9SZE1	AT4G29120	U	C	2280.16	26228	22376
A06p04810.1_BnaDAR	C0LGE0	AT1G07650	A	A	3555.61	708	-25520
A06p04830.1_BnaDAR	P59259	AT5G59970	W2	A	3130.75	12657	11949
A06p04860.1_BnaDAR	Q9LQQ3	AT1G07750	A	A	3674.34	723	-11934
A06p04870.1_BnaDAR	Q3EC04	AT4G12825	T	A	3449.19	24378	23655
A06p04870.1_BnaDAR	A8MRI8	AT4G12825	T	A	3449.19	24378	0
A06p04870.1_BnaDAR	A8MRP3	AT1G07747	A	A	3449.19	722	-23656
A06p04890.1_BnaDAR	Q56Y90	AT1G43665	C	A	3449.19	3649	2927
A06p04890.1_BnaDAR	Q8GX11	AT1G43667	C	A	3449.19	3651	2
A06p04890.1_BnaDAR	Q3ECX8	AT1G43665	C	A	3449.19	3649	-2
A06p04900.1_BnaDAR	Q9LQQ0	AT1G07730	A	A	3747.07	720	-2929
A06p04910.1_BnaDAR	Q9LQP9	AT1G07725	A	A	4388.97	718	-2
A06p04920.1_BnaDAR	Q9LQP8	AT1G07720	A	A	4801.51	717	-1
A06p04930.1_BnaDAR	Q9LQP7	AT1G07710	A	A	4884.39	716	-1
A06p04940.1_BnaDAR	A8MR45	AT1G07705	A	A	5299.46	715	-1
A06p04950.1_BnaDAR	P59259	AT5G59970	W2	A	4962.73	12657	11942
A06p04960.1_BnaDAR	Q93ZQ9	AT1G07840	A	A	5299.43	731	-11926
A06p04980.1_BnaDAR	F4HSH8	AT1G07850	A	A	5793.43	732	1
A06p04990.1_BnaDAR	Q9LQQ8	AT1G07870	A	A	5929.59	733	1
A06p05000.1_BnaDAR	Q05431	AT1G07890	A	A	5987.63	737	4
A06p05010.1_BnaDAR	Q9LQR0	AT1G07900	A	A	5955.23	738	1
A06p05020.1_BnaDAR	Q0WL81	AT1G07910	A	A	7130.11	741	3
A06p05030.1_BnaDAR	Q9LN10	AT1G07970	A	A	7045.95	747	6
A06p05040.1_BnaDAR	Q8GYD1	AT1G07960	A	A	6656.17	746	-1
A06p05050.1_BnaDAR	Q1PFH7	AT1G62350	D	A	6544.14	5193	4447
A06p05060.1_BnaDAR	P0DH99	AT1G07940	A	A	7138.56	744	-4449
A06p05060.1_BnaDAR	Q0WL56	AT1G07920	A	A	7138.56	742	-2
A06p05080.1_BnaDAR	Q8L7T5	AT1G07990	A	A	7579.83	750	8
A06p05090.1_BnaDAR	Q3EDG5	AT1G08030	A	A	7426.6	754	4
A06p05100.1_BnaDAR	Q93ZR2	AT1G08040	A	A	7550.8	756	2
A06p05110.1_BnaDAR	Q9LN03	AT1G08050	A	A	7645.35	757	1
A06p05120.1_BnaDAR	Q9M658	AT1G08060	A	A	8392.67	758	1
A06p05130.1_BnaDAR	F4HUC4	AT1G08065	A	A	7715.54	759	1
A06p05140.1_BnaDAR	Q9LN01	AT1G08070	A	A	8079.68	760	1
A06p05150.1_BnaDAR	Q8L817	AT1G08080	A	A	7776.24	761	1
A06p05160.1_BnaDAR	O82811	AT1G08090	A	A	8101.79	762	1
A06p05170.1_BnaDAR	O82811	AT1G08090	A	A	8129.12	762	0
A06p05180.1_BnaDAR	Q8H0V3	AT1G08110	A	A	7797.44	764	2
A06p05190.1_BnaDAR	Q42572	AT1G08130	A	A	8276.86	767	3
A06p05200.1_BnaDAR	P0CG16	AT1G08135	A	A	8251.87	768	1
A06p05210.1_BnaDAR	Q8GX92	AT1G08140	A	A	8227.09	769	1
A06p05220.1_BnaDAR	Q8VZ13	AT1G08160	A	A	7708.37	771	2
A06p05230.1_BnaDAR	Q9SGE3	AT1G08170	A	A	7640.01	773	2
A06p05240.1_BnaDAR	Q9SGE2	AT1G08180	A	A	7626.33	774	1
A06p05250.1_BnaDAR	P93043	AT1G08190	A	A	8525.53	775	1
A06p05260.1_BnaDAR	Q9SGE0	AT1G08200	A	A	8139.12	776	1
A06p05270.1_BnaDAR	Q941E5	AT3G50685	N	A	7747.81	17586	16810
A06p05280.1_BnaDAR	F4HW04	AT1G08260	A	A	9791.67	781	-16805
A06p05300.1_BnaDAR	Q9SGD2	AT1G08280	A	A	7817.79	783	2
A06p05310.1_BnaDAR	Q9SGD1	AT1G08290	A	A	7618.99	784	1
A06p05320.1_BnaDAR	A0A1P8ARG1	AT1G08300	A	A	7651.82	785	1
A06p05330.1_BnaDAR	A8MRK8	AT1G08310	A	A	7375.38	786	1
A06p05340.1_BnaDAR	Q0WNZ8	AT1G08315	A	A	7250.38	787	1
A06p05350.1_BnaDAR	Q93XM6	AT1G08320	A	A	7320.37	788	1
A06p05360.1_BnaDAR	Q6NKT5	AT1G08340	A	A	7065.03	789	1
A06p05370.1_BnaDAR	F4HW17	AT1G08350	A	A	7250.21	790	1
A06p05390.1_BnaDAR	Q9SJF3	AT1G08370	A	A	6911.63	792	2
A06p05400.1_BnaDAR	Q949Q5	AT1G08380	A	A	6741.1	793	1
A06p05410.1_BnaDAR	Q8RX36	AT1G08390	A	A	6715.66	794	1
A06p05420.1_BnaDAR	Q8GXP1	AT1G08400	A	A	7203.6	795	1
A06p05440.1_BnaDAR	Q9SJE8	AT1G08440	A	A	6970.32	799	4
A06p05460.1_BnaDAR	Q9XFB0	AT1G08465	A	A	6679.92	802	3
A06p05470.1_BnaDAR	Q8VWF6	AT1G08470	A	A	6874.67	803	1
A06p05480.1_BnaDAR	Q941A6	AT1G08480	A	A	6623.69	804	1
A06p05500.1_BnaDAR	Q9SJE2	AT1G08510	A	A	6887.16	807	3
A06p05510.1_BnaDAR	Q9SJE1	AT1G08520	A	A	7145.84	808	1
A06p05520.1_BnaDAR	Q0WNC2	AT1G08530	A	A	6658.19	809	1
A06p05530.1_BnaDAR	O22056	AT1G08540	A	A	6931.3	810	1
A06p05540.1_BnaDAR	Q39249	AT1G08550	A	A	6875.2	811	1
A06p05550.1_BnaDAR	Q42374	AT1G08560	A	A	6755.49	812	1
A06p05560.1_BnaDAR	O64654	AT1G08570	A	A	6719.31	813	1
A06p05570.1_BnaDAR	Q9FRS7	AT1G08580	A	A	6648.1	814	1
A06p05580.1_BnaDAR	F4HW51	AT1G08600	A	A	7807.06	816	2
A06p05590.1_BnaDAR	Q8RXU4	AT1G08630	A	A	7023.35	819	3
A06p05600.1_BnaDAR	Q93WG3	AT1G08640	A	A	6899.85	820	1
A06p05610.1_BnaDAR	Q9SPK4	AT1G08650	A	A	6956.63	822	2
A06p05630.1_BnaDAR	Q8RXE7	AT1G08680	A	A	7175.23	825	3
A06p05640.1_BnaDAR	O64668	AT1G08700	A	A	7035.54	827	2
A06p05650.1_BnaDAR	F4HXP9	AT1G08730	A	A	7820.31	830	3
A06p05660.1_BnaDAR	Q8GYI6	AT1G08750	A	A	6696.2	831	1
A06p05670.1_BnaDAR	Q9FRR1	AT1G08770	A	A	6355.32	833	2
A06p05680.1_BnaDAR	Q9M4B5	AT1G08780	A	A	6266.59	834	1
A06p05690.1_BnaDAR	Q9FRR0	AT1G08790	A	A	6273.04	835	1
A06p05700.1_BnaDAR	F4HXQ7	AT1G08800	A	A	6554.34	836	1
A06p05710.1_BnaDAR	Q8GYP5	AT1G08810	A	A	6140.5	837	1
A06p05720.1_BnaDAR	B9DHD7	AT1G08820	A	A	6238.27	838	1
A06p05730.1_BnaDAR	P24704	AT1G08830	A	A	6150.41	839	1
A06p05740.1_BnaDAR	O04848	AT1G08880	A	A	6107.77	843	4
A06p05750.1_BnaDAR	Q4F7G0	AT1G08900	A	A	6390.63	845	2
A06p05760.1_BnaDAR	A0A0A7EPL0	AT1G08910	A	A	6313.92	846	1
A06p05770.1_BnaDAR	Q94KE0	AT1G08920	A	A	6511.44	847	1
A06p05790.1_BnaDAR	O04036	AT1G08930	A	A	6557.05	848	1
A06p05800.1_BnaDAR	O04035	AT1G08940	A	A	6388.12	849	1
A06p05820.1_BnaDAR	O22040	AT1G09000	A	A	6674.05	855	6
A06p05830.1_BnaDAR	Q75W54	AT1G09010	A	A	6977.15	856	1
A06p05840.1_BnaDAR	Q944A6	AT1G09020	A	A	6254.72	857	1
A06p05860.1_BnaDAR	O04027	AT1G09030	A	A	5724.87	858	1
A06p05870.1_BnaDAR	Q84RJ8	AT2G19610	H	A	5574.61	20197	19339
A06p05900.1_BnaDAR	F4HZC9	AT1G09040	A	A	5996.5	859	-19338
A06p05920.1_BnaDAR	O04023	AT1G09070	A	A	5541.66	862	3
A06p05930.1_BnaDAR	Q9XFR5	AT1G09140	A	A	5555.11	867	5
A06p05940.1_BnaDAR	Q8L7N2	AT1G09150	A	A	5484.25	868	1
A06p05950.1_BnaDAR	O80488	AT1G09190	A	A	5668.5	875	7
A06p05960.1_BnaDAR	Q38858	AT1G09210	A	A	5486.49	878	3
A06p05970.1_BnaDAR	Q8RWV8	AT1G09230	A	A	5459.34	880	2
A06p05980.1_BnaDAR	O80483	AT1G09240	A	A	5332.03	881	1
A06p05990.1_BnaDAR	O80482	AT1G09250	A	A	5115.07	883	2
A06p06000.1_BnaDAR	O80481	AT1G09260	A	A	5037.08	884	1
A06p06010.1_BnaDAR	O80480	AT1G09270	A	A	5285.37	885	1
A06p06020.1_BnaDAR	Q94AC1	AT1G09280	A	A	5488.28	886	1
A06p06030.1_BnaDAR	Q9ZPZ4	AT1G09310	A	A	4994.39	889	3
A06p06040.1_BnaDAR	Q500V5	AT1G09320	A	A	5183.11	890	1
A06p06050.1_BnaDAR	Q8LEK2	AT1G09330	A	A	4952	891	1
A06p06060.1_BnaDAR	Q9SA52	AT1G09340	A	A	5112	892	1
A06p06070.1_BnaDAR	F4HZH7	AT1G09370	A	A	4761.4	895	3
A06p06100.1_BnaDAR	O80519	AT1G09360	A	A	4752.55	894	-1
A06p06110.1_BnaDAR	F4HZH7	AT1G09370	A	A	4769.97	895	1
A06p06120.1_BnaDAR	F4HZH7	AT1G09370	A	A	4748.87	895	0
A06p06130.1_BnaDAR	Q8GXB4	AT1G09380	A	A	5016.86	896	1
A06p06140.1_BnaDAR	O80522	AT1G09390	A	A	5130.14	897	1
A06p06160.1_BnaDAR	F4I0Z0	AT1G09440	A	A	5236.06	903	6
A06p06170.1_BnaDAR	F4I0Z2	AT1G09460	A	A	5004.84	905	2
A06p06180.1_BnaDAR	Q4PT37	AT1G09470	A	A	5027.53	906	1
A06p06190.1_BnaDAR	F4HQ07	AT1G09480	A	A	5169.08	907	1
A06p06200.1_BnaDAR	O80532	AT1G09490	A	A	5146.84	909	2
A06p06210.1_BnaDAR	O80535	AT1G09520	A	A	5097.63	912	3
A06p06220.1_BnaDAR	O80536	AT1G09530	A	A	5353.22	913	1
A06p06230.1_BnaDAR	Q8VZQ2	AT1G09540	A	A	5376.68	914	1
A06p06250.1_BnaDAR	P94014	AT1G09560	A	A	5362.54	916	2
A06p06260.1_BnaDAR	P14712	AT1G09570	A	A	6380.22	917	1
A06p06280.1_BnaDAR	F4I111	AT1G09575	A	A	5417.28	918	1
A06p06290.1_BnaDAR	Q6IDL4	AT1G09580	A	A	5301.04	919	1
A06p06300.1_BnaDAR	Q9FDZ9	AT1G09590	A	A	5262.37	920	1
A06p06300.1_BnaDAR	Q43291	AT1G09590	A	A	5262.37	920	0
A06p06310.1_BnaDAR	O04486	AT1G09630	A	A	5288.69	925	5
A06p06320.1_BnaDAR	O04487	AT1G09640	A	A	5420.3	926	1
A06p06330.1_BnaDAR	Q6GKX8	AT1G09645	A	A	5116.72	927	1
A06p06340.1_BnaDAR	Q8GWR3	AT1G09660	A	A	5285.03	929	2
A06p06350.1_BnaDAR	Q3EDF9	AT1G09665	A	A	5192.72	930	1
A06p06360.1_BnaDAR	O04491	AT1G09680	A	A	5273.92	931	1
A06p06370.1_BnaDAR	Q43291	AT1G09590	A	A	5295.45	920	-11
A06p06370.1_BnaDAR	Q9FDZ9	AT1G57860	D	A	5295.45	4816	3896
A06p06380.1_BnaDAR	O04492	AT1G09700	A	A	5296.28	933	-3883
A06p06390.1_BnaDAR	F4I129	AT1G09710	A	A	5541.03	934	1
A06p06400.1_BnaDAR	F4I131	AT1G09720	A	A	5967.55	935	1
A06p06410.1_BnaDAR	Q8L7S0	AT1G09730	A	A	6185.73	936	1
A06p06430.1_BnaDAR	P43333	AT1G09760	A	A	5778.51	939	3
A06p06440.1_BnaDAR	P92948	AT1G09770	A	A	6310.01	940	1
A06p06450.1_BnaDAR	O04500	AT1G09790	A	A	5962.29	942	2
A06p06460.1_BnaDAR	F4I2K8	AT1G09794	A	A	5591.87	943	1
A06p06470.1_BnaDAR	Q8GSJ1	AT1G09795	A	A	5869.13	944	1
A06p06490.1_BnaDAR	Q9C6W9	AT1G32020	B	A	5504.24	3188	2244
A06p06500.1_BnaDAR	Q56XH8	AT1G09810	A	A	5845.79	946	-2242
A06p06520.1_BnaDAR	Q5Q0I0	AT1G09812	A	A	5659.52	947	1
A06p06530.1_BnaDAR	Q1H568	AT1G09815	A	A	5694.02	948	1
A06p06540.1_BnaDAR	O04504	AT1G09820	A	A	5813.83	949	1
A06p06550.1_BnaDAR	P52420	AT1G09830	A	A	6174.38	950	1
A06p06560.1_BnaDAR	Q0WVJ5	AT1G09850	A	A	6304.83	952	2
A06p06570.1_BnaDAR	O04508	AT1G09860	A	A	6312.03	953	1
A06p06580.1_BnaDAR	Q941B2	AT1G09870	A	A	6606.74	954	1
A06p06590.1_BnaDAR	A0A1P8AV46	AT1G09880	A	A	6956.62	955	1
A06p06600.1_BnaDAR	A0A1P8AQ71	AT1G09890	A	A	7010.49	956	1
A06p06610.1_BnaDAR	Q3EDF8	AT1G09900	A	A	6457.78	957	1
A06p06620.1_BnaDAR	F4I2M8	AT1G09910	A	A	7026.71	958	1
A06p06630.1_BnaDAR	Q8L7A5	AT1G09920	A	A	6488.71	959	1
A06p06640.1_BnaDAR	F4I2N3	AT1G09935	A	A	6513.65	962	3
A06p06650.1_BnaDAR	Q9SLV1	AT1G09950	A	A	6500.83	964	2
A06p06650.1_BnaDAR	O04515	AT1G09950	A	A	6500.83	964	0
A06p06660.1_BnaDAR	Q9FE59	AT1G09960	A	A	6807.24	965	1
A06p06670.1_BnaDAR	F4I2N7	AT1G09970	A	A	6769.51	966	1
A06p06710.1_BnaDAR	O80592	AT1G10010	A	A	6773.43	970	4
A06p06720.1_BnaDAR	O80593	AT1G10020	A	A	6741.15	971	1
A06p06730.1_BnaDAR	O80594	AT1G10030	A	A	6498.09	972	1
A06p06740.1_BnaDAR	Q93Y32	AT1G10060	A	A	6730.81	975	3
A06p06750.1_BnaDAR	Q9M439	AT1G10070	A	A	6787.22	976	1
A06p06780.1_BnaDAR	Q9SY55	AT1G10130	A	A	7396.83	982	6
A06p06790.1_BnaDAR	Q9SY56	AT1G10140	A	A	6415.18	983	1
A06p06800.1_BnaDAR	Q9SY57	AT1G10150	A	A	6430.02	984	1
A06p06810.1_BnaDAR	F4I2R3	AT1G10155	A	A	6526.55	985	1
A06p06820.1_BnaDAR	Q9SY59	AT1G10170	A	A	7288.89	986	1
A06p06860.1_BnaDAR	Q94JX5	AT1G10200	A	A	6544.37	989	3
A06p06870.1_BnaDAR	Q39021	AT1G10210	A	A	6628.55	990	1
A06p06880.1_BnaDAR	O04983	AT1G03090	A	A	6498.54	221	-769
A06p06890.1_BnaDAR	Q9SY66	AT1G10240	A	A	6934.47	994	773
A06p06900.1_BnaDAR	Q9SY69	AT1G10270	A	A	6433.11	996	2
A06p06910.1_BnaDAR	Q9SY70	AT1G10280	A	A	6477.26	997	1
A06p06920.1_BnaDAR	Q9SE83	AT1G10290	A	A	6743.75	998	1
A06p06930.1_BnaDAR	F4I4A6	AT1G10300	A	A	6190.03	999	1
A06p06970.1_BnaDAR	Q9SY74	AT1G10320	A	A	5757.06	1001	2
A06p06980.1_BnaDAR	Q9SY75	AT1G10330	A	A	5677.68	1002	1
A06p07010.1_BnaDAR	F4JC91	AT3G13280	F	A	5270.83	14806	13804
A06p07030.1_BnaDAR	Q9FUS8	AT1G10370	A	A	5445.11	1006	-13800
A06p07040.1_BnaDAR	Q93ZB0	AT1G10380	A	A	5448.75	1007	1
A06p07050.1_BnaDAR	Q8RY25	AT1G10390	A	A	5450.05	1009	2
A06p07060.1_BnaDAR	A0A1P8ASY5	AT1G10417	A	A	5122.11	1013	4
A06p07080.1_BnaDAR	Q07099	AT1G10430	A	A	5118.03	1014	1
A06p07080.1_BnaDAR	Q07098	AT1G10430	A	A	5118.03	1014	0
A06p07090.1_BnaDAR	Q9XIK6	AT1G10450	A	A	5250.79	1015	1
A06p07100.1_BnaDAR	O82798	AT1G10470	A	A	4317.78	1018	3
A06p07150.1_BnaDAR	Q9SGH6	AT3G01420	F	A	4043.3	13534	12516
A06p07160.1_BnaDAR	O22558	AT2G17700	H	A	4043.3	19996	6462
A06p07200.1_BnaDAR	Q9SGH6	AT3G01420	F	A	4043.3	13534	-6462
A06p07210.1_BnaDAR	O22558	AT2G17700	H	A	4043.3	19996	6462
A06p07270.1_BnaDAR	Q9XIK3	AT1G10500	A	A	4194.23	1021	-18975
A06p07280.1_BnaDAR	Q93ZV8	AT1G10510	A	A	4207.84	1022	1
A06p07300.1_BnaDAR	Q9XIK0	AT1G10522	A	A	4194.33	1024	2
A06p07310.1_BnaDAR	Q9XIJ5	AT1G10560	A	A	4546.62	1028	4
A06p07320.1_BnaDAR	Q8RWN0	AT1G10570	A	A	4370.93	1029	1
A06p07330.1_BnaDAR	A0A1P8AV88	AT1G48660	C	A	3969.39	3928	2899
A06p07340.1_BnaDAR	A0A1P8AV88	AT1G48660	C	A	3969.39	3928	0
A06p07350.1_BnaDAR	A0A1P8B1I0	AT2G10625	NA	A	4002.75	19575	15647
A06p07370.1_BnaDAR	A4FVN8	AT1G10580	A	A	4527.87	1030	-18545
A06p07380.1_BnaDAR	Q9XIJ1	AT1G10586	A	A	4197.3	1032	2
A06p07390.1_BnaDAR	Q9XIJ1	AT1G10586	A	A	4141.45	1032	0
A06p07400.1_BnaDAR	Q1G2Y4	AT1G10588	A	A	4158.05	1033	1
A06p07410.1_BnaDAR	Q9XIJ0	AT1G10590	A	A	4264.96	1034	1
A06p07420.1_BnaDAR	Q6NKP9	AT1G10600	A	A	4440.89	1035	1
A06p07430.1_BnaDAR	Q0WNR2	AT1G10610	A	A	4645.37	1036	1
A06p07440.1_BnaDAR	Q9SGY7	AT1G10620	A	A	4909.47	1037	1
A06p07450.1_BnaDAR	F4I5U6	AT1G10640	A	A	5123.79	1039	2
A06p07460.1_BnaDAR	Q84JF9	AT1G10650	A	A	4980.83	1040	1
A06p07470.1_BnaDAR	Q0WR17	AT1G10657	A	A	4888.86	1041	1
A06p07480.1_BnaDAR	Q8H101	AT1G10660	A	A	5131.8	1042	1
A06p07490.1_BnaDAR	Q9SGY1	AT1G10680	A	A	6069	1044	2
A06p07510.1_BnaDAR	Q9SAD3	AT1G10690	A	A	5017.32	1045	1
A06p07520.1_BnaDAR	Q93Z66	AT1G10700	A	A	5301.38	1046	1
A06p07530.1_BnaDAR	Q9SAD0	AT1G10720	A	A	4994.87	1050	4
A06p07550.1_BnaDAR	Q6NQE2	AT4G27270	U	A	4870.69	26019	24969
A06p07570.1_BnaDAR	Q9SAC5	AT1G10770	A	A	5009.34	1057	-24962
A06p07580.1_BnaDAR	Q9S701	AT1G10790	A	A	5069.86	1059	2
A06p07590.1_BnaDAR	Q9SGX2	AT1G10800	A	A	5152.5	1060	1
A06p07600.1_BnaDAR	Q3EDE9	AT1G10820	A	A	5229.87	1062	2
A06p07610.1_BnaDAR	Q9SAC0	AT1G10830	A	A	5478.89	1063	1
A06p07630.1_BnaDAR	Q940B9	AT1G10850	A	A	5767.09	1065	2
A06p07640.1_BnaDAR	Q9SMX5	AT1G10870	A	A	6108.43	1067	2
A06p07660.1_BnaDAR	Q0WR07	AT1G10880	A	A	5800.89	1069	2
A06p07670.1_BnaDAR	P0CB26	AT1G10890	A	A	5483.7	1070	1
A06p07680.1_BnaDAR	Q9SUI2	AT1G10900	A	A	5992.2	1071	1
A06p07690.1_BnaDAR	Q0WVV0	AT1G10910	A	A	5860.45	1072	1
A06p07700.1_BnaDAR	Q9C958	AT1G10940	A	A	5662.32	1075	3
A06p07710.1_BnaDAR	P43291	AT1G10940	A	A	5858.19	1075	0
A06p07720.1_BnaDAR	Q940G0	AT1G10950	A	A	6096.95	1076	1
A06p07750.1_BnaDAR	O04087	AT1G11040	A	A	5789	1083	7
A06p07760.1_BnaDAR	Q9C951	AT1G11060	A	A	6152.15	1085	2
A06p07770.1_BnaDAR	A0A1P8AV53	AT1G11070	A	A	5754.84	1086	1
A06p07780.1_BnaDAR	O23364	AT1G11080	A	A	5761.06	1087	1
A06p07810.1_BnaDAR	Q1G3V5	AT1G11112	A	A	5238.56	1091	4
A06p07820.1_BnaDAR	F4I7D6	AT1G11120	A	A	5262.86	1092	1
A06p07830.1_BnaDAR	F4I7D8	AT1G11125	A	A	5261.84	1093	1
A06p07850.1_BnaDAR	Q8RWZ1	AT1G11130	A	A	5632.37	1094	1
A06p07860.1_BnaDAR	Q8S9J5	AT1G11170	A	A	5425.31	1097	3
A06p07870.1_BnaDAR	Q9SXA5	AT1G11180	A	A	5231.05	1098	1
A06p07880.1_BnaDAR	Q9SXA7	AT1G11210	A	A	5074.37	1101	3
A06p07890.1_BnaDAR	Q9SXA9	AT1G11230	A	A	4967.99	1103	2
A06p07900.1_BnaDAR	Q8W494	AT1G11240	A	A	4979.64	1104	1
A06p07920.1_BnaDAR	P23586	AT1G11260	A	A	5476.3	1106	2
A06p07940.1_BnaDAR	Q9SXB7	AT1G11320	A	A	5283.34	1113	7
A06p07980.1_BnaDAR	Q9LPZ9	AT1G11350	A	A	5557.47	1116	3
A06p07990.1_BnaDAR	C0Z2J1	AT1G11360	A	A	5036.69	1117	1
A06p08000.1_BnaDAR	Q8LFV5	AT1G11380	A	A	4953.04	1120	3
A06p08010.1_BnaDAR	F4I8V6	AT1G11390	A	A	5176.58	1121	1
A06p08020.1_BnaDAR	Q9LPZ4	AT1G11400	A	A	4585.62	1122	1
A06p08030.1_BnaDAR	O49139	AT1G80740	E	A	4430.27	7123	6001
A06p08070.1_BnaDAR	Q9LPZ1	AT1G11430	A	A	4590.98	1125	-5998
A06p08080.1_BnaDAR	Q9LPZ0	AT1G11440	A	A	4549.71	1126	1
A06p08090.1_BnaDAR	Q8LFJ6	AT1G11475	A	A	4443.37	1130	4
A06p08100.1_BnaDAR	Q94C21	AT1G11480	A	A	4748.87	1131	1
A06p08110.1_BnaDAR	C0SUU5	AT1G11490	A	A	4601.05	1132	1
A06p08120.1_BnaDAR	A2RVQ4	AT1G11500	A	A	4449.52	1133	1
A06p08130.1_BnaDAR	Q1PF30	AT1G11510	A	A	4376.46	1134	1
A06p08130.1_BnaDAR	C0SUU6	AT1G11510	A	A	4376.46	1134	0
A06p08140.1_BnaDAR	Q8L9A9	AT1G11545	A	A	4632.26	1138	4
A06p08150.1_BnaDAR	A7RED7	AT1G11572	A	A	4404.86	1141	3
A06p08160.1_BnaDAR	Q9SIB9	AT2G05710	G	A	4329.9	19374	18233
A06p08200.1_BnaDAR	Q9SAB4	AT1G11630	A	A	4506.59	1150	-18224
A06p08210.1_BnaDAR	Q84VW6	AT1G11655	A	A	4498.38	1152	2
A06p08220.1_BnaDAR	Q9SAB1	AT1G11660	A	A	5282.2	1153	1
A06p08230.1_BnaDAR	Q9SAA9	AT1G11680	A	A	5202.76	1155	2
A06p08250.1_BnaDAR	Q9SAA8	AT1G11690	A	A	4823.25	1157	2
A06p08260.1_BnaDAR	Q9SAA7	AT1G11700	A	A	4879.76	1158	1
A06p08270.1_BnaDAR	Q9SAA6	AT1G11710	A	A	4955.24	1159	1
A06p08280.1_BnaDAR	F4IAG2	AT1G11720	A	A	5806.09	1160	1
A06p08290.1_BnaDAR	Q8GYM5	AT1G11740	A	A	4945.66	1162	2
A06p08300.1_BnaDAR	F4IAG4	AT1G11740	A	A	5294.98	1162	0
A06p08330.1_BnaDAR	Q9SA99	AT1G11770	A	A	5279.57	1167	5
A06p08340.1_BnaDAR	O65398	AT1G11840	A	A	5039.32	1174	7
A06p08360.1_BnaDAR	Q6S592	AT1G13400	A	A	4677.6	1340	166
A06p08380.1_BnaDAR	Q9FX58	AT1G13390	A	A	4651.22	1339	-1
A06p08390.1_BnaDAR	Q9FX59	AT1G13380	A	A	4745.14	1338	-1
A06p08400.1_BnaDAR	Q9FX61	AT1G13360	A	A	4685.53	1336	-2
A06p08420.1_BnaDAR	Q9FX63	AT1G13340	A	A	4647.7	1334	-2
A06p08430.1_BnaDAR	Q9FX64	AT1G13330	A	A	4734.53	1333	-1
A06p08440.1_BnaDAR	Q9FX67	AT1G13300	A	A	4868.98	1330	-3
A06p08470.1_BnaDAR	Q9FX68	AT1G13290	A	A	4990.36	1329	-1
A06p08480.1_BnaDAR	Q9ZWM9	AT1G13260	A	A	5124.84	1326	-3
A06p08500.1_BnaDAR	Q0V7R1	AT1G13250	A	A	5223.77	1325	-1
A06p08510.1_BnaDAR	Q9SAF8	AT1G13245	A	A	4982.14	1324	-1
A06p08520.1_BnaDAR	Q5PP26	AT1G13230	A	A	5149.76	1323	-1
A06p08530.1_BnaDAR	Q9SAF6	AT1G13220	A	A	5385.1	1322	-1
A06p08550.1_BnaDAR	Q9SAF2	AT1G13190	A	A	5512.87	1318	-4
A06p08560.1_BnaDAR	Q9SAF1	AT1G13180	A	A	5800.71	1317	-1
